date,time,air_pressure (mbar),air_temperature (Celsius),dew_point_temperature (Celsius),relative_humidity (%),wind_speed (m s-1),wind_speed_of_gust (m s-1),wind_to_direction (degrees_true) 
2015-05-29,13:30:00,1019.980668,23.31,-999.0,99.5,3.8,-999.0,62.57 
2015-05-29,14:30:00,1020.319307,24.13,-999.0,91.7,4.0,-999.0,85.2 
2015-05-29,15:30:00,1020.657946,26.05,-999.0,78.34,5.71,-999.0,133.2 
2015-05-29,16:30:00,1020.319307,25.93,-999.0,78.12,6.7,-999.0,131.3 
2015-05-29,17:30:00,1020.319307,26.27,-999.0,74.74,6.86,-999.0,140.7 
2015-05-29,18:30:00,1019.642029,26.85,-999.0,71.79,7.06,-999.0,141.6 
2015-05-29,19:30:00,1019.30339,26.85,-999.0,72.43,6.61,-999.0,144.2 
2015-05-29,22:30:00,1017.948834,26.44,-999.0,78.39,6.52,-999.0,157.3 
2015-05-29,23:30:00,1018.287473,26.41,-999.0,78.09,6.04,-999.0,159.0 
2015-05-30,00:00:00,1018.287473,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-05-30,00:30:00,-999.0,26.1,-999.0,79.04,5.82,-999.0,160.9 
2015-05-30,01:00:00,1018.287473,26.17,-999.0,79.08,5.55,-999.0,164.0 
2015-05-30,02:30:00,1018.626112,26.12,-999.0,79.1,6.1,-999.0,155.3 
2015-05-30,03:30:00,1018.964751,26.06,-999.0,76.29,6.09,-999.0,151.4 
2015-05-30,04:30:00,1018.626112,25.92,-999.0,75.98,4.22,-999.0,149.0 
2015-05-30,05:30:00,1018.287473,25.31,-999.0,81.8,1.97,-999.0,101.9 
2015-05-30,06:30:00,1018.287473,23.48,-999.0,90.3,2.49,-999.0,70.57 
2015-05-30,07:00:00,1017.948834,23.45,-999.0,89.0,1.96,-999.0,68.21 
2015-05-30,08:30:00,1017.610195,22.6,-999.0,93.8,2.61,-999.0,65.28 
2015-05-30,09:30:00,1017.610195,22.16,-999.0,90.4,3.64,-999.0,65.94 
2015-05-30,10:30:00,1017.948834,21.75,-999.0,92.0,3.15,-999.0,60.52 
2015-05-30,11:30:00,1018.626112,21.96,-999.0,90.8,3.17,-999.0,65.54 
2015-05-30,12:30:00,1018.964751,22.94,-999.0,86.9,2.86,-999.0,80.6 
2015-05-30,13:30:00,1019.30339,24.97,-999.0,79.81,1.8,-999.0,87.9 
2015-05-30,14:30:00,1019.30339,25.57,-999.0,68.55,1.69,-999.0,154.5 
2015-05-30,15:30:00,1019.642029,25.93,-999.0,70.57,2.06,-999.0,192.7 
2015-05-30,16:30:00,1019.30339,26.14,-999.0,72.23,3.25,-999.0,173.0 
2015-05-30,17:30:00,1019.30339,26.58,-999.0,71.86,4.34,-999.0,145.3 
2015-05-30,18:30:00,1018.626112,26.81,-999.0,72.16,5.01,-999.0,146.2 
2015-05-30,19:30:00,1017.948834,27.25,-999.0,64.41,5.42,-999.0,154.1 
2015-05-30,20:30:00,1017.610195,26.98,-999.0,71.15,5.15,-999.0,161.2 
2015-05-30,21:30:00,1016.932917,27.05,-999.0,69.42,4.15,-999.0,165.4 
2015-05-30,22:30:00,1016.594278,26.92,-999.0,74.06,4.29,-999.0,175.9 
2015-05-30,23:00:00,1016.594278,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-05-30,23:30:00,-999.0,26.58,-999.0,78.12,4.98,-999.0,160.6 
2015-05-31,00:00:00,1016.594278,26.34,-999.0,77.18,4.46,-999.0,164.6 
2015-05-31,01:00:00,1016.594278,26.21,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-05-31,01:30:00,-999.0,-999.0,-999.0,80.8,2.83,-999.0,197.2 
2015-05-31,02:00:00,1017.610195,26.32,-999.0,78.34,-999.0,-999.0,-999.0 
2015-05-31,02:30:00,-999.0,-999.0,-999.0,-999.0,1.6,-999.0,196.3 
2015-05-31,03:00:00,1017.948834,26.29,-999.0,77.57,-999.0,-999.0,-999.0 
2015-05-31,03:30:00,-999.0,-999.0,-999.0,-999.0,1.27,-999.0,202.8 
2015-05-31,04:30:00,1018.287473,26.16,-999.0,77.98,0.38,-999.0,251.9 
2015-05-31,05:30:00,1017.610195,24.7,-999.0,89.4,2.06,-999.0,49.35 
2015-05-31,06:30:00,1017.271556,24.16,-999.0,92.6,0.97,-999.0,36.47 
2015-05-31,07:30:00,1016.594278,24.8,-999.0,91.3,1.06,-999.0,23.09 
2015-05-31,08:30:00,1015.917,23.45,-999.0,94.7,2.06,-999.0,41.98 
2015-05-31,09:30:00,1016.255639,23.01,-999.0,94.1,2.6,-999.0,68.21 
2015-05-31,10:30:00,1016.255639,22.8,-999.0,94.9,2.93,-999.0,71.77 
2015-05-31,11:30:00,1016.594278,22.7,-999.0,93.3,3.42,-999.0,65.26 
2015-05-31,12:30:00,1017.271556,23.96,-999.0,89.7,3.01,-999.0,98.2 
2015-05-31,13:30:00,1017.610195,24.97,-999.0,86.6,3.24,-999.0,120.0 
2015-05-31,14:30:00,1017.948834,25.8,-999.0,81.1,2.24,-999.0,137.8 
2015-05-31,15:30:00,1018.287473,26.24,-999.0,77.68,2.45,-999.0,163.2 
2015-05-31,16:30:00,1017.610195,26.31,-999.0,76.67,3.68,-999.0,179.9 
2015-05-31,17:30:00,1017.610195,26.47,-999.0,76.63,5.36,-999.0,172.4 
2015-05-31,18:30:00,1017.610195,26.58,-999.0,77.24,4.4,-999.0,160.7 
2015-05-31,19:30:00,1016.255639,26.61,-999.0,78.84,5.14,-999.0,166.1 
2015-05-31,20:30:00,1015.578361,26.75,-999.0,75.04,4.29,-999.0,167.7 
2015-05-31,21:30:00,1015.239722,26.98,-999.0,77.04,5.58,-999.0,192.0 
2015-05-31,22:30:00,1015.239722,26.75,-999.0,77.07,5.39,-999.0,203.4 
2015-05-31,23:00:00,1015.578361,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-05-31,23:30:00,-999.0,26.64,-999.0,75.99,4.63,-999.0,223.6 
