date,time,air_pressure (mbar),air_temperature (Celsius),dew_point_temperature (Celsius),relative_humidity (%),wind_speed (m s-1),wind_speed_of_gust (m s-1),wind_to_direction (degrees_true) 
2015-05-16,11:30:00,1018.964751,25.68,-999.0,84.8,9.58,-999.0,146.7 
2015-05-16,12:30:00,1019.980668,25.71,-999.0,79.77,8.98,-999.0,148.9 
2015-05-16,13:30:00,1019.980668,26.05,-999.0,79.53,8.94,-999.0,141.6 
2015-05-16,14:30:00,1020.319307,25.88,-999.0,84.5,8.27,-999.0,146.2 
2015-05-16,15:30:00,1019.980668,26.1,-999.0,86.0,9.08,-999.0,152.5 
2015-05-16,16:30:00,1020.319307,26.31,-999.0,79.85,8.73,-999.0,154.4 
2015-05-16,17:30:00,1019.980668,26.24,-999.0,81.1,8.73,-999.0,156.8 
2015-05-16,18:00:00,1019.642029,26.34,-999.0,83.2,8.11,-999.0,160.7 
2015-05-16,19:30:00,1018.964751,26.47,-999.0,83.7,9.36,-999.0,156.7 
2015-05-16,20:00:00,1018.964751,26.51,-999.0,83.7,8.51,-999.0,162.5 
2015-05-16,21:30:00,1018.287473,26.47,-999.0,85.6,8.82,-999.0,162.7 
2015-05-16,22:30:00,1018.287473,26.27,-999.0,85.6,8.05,-999.0,157.1 
2015-05-16,23:30:00,1018.626112,26.31,-999.0,87.0,7.87,-999.0,155.0 
2015-05-17,00:30:00,1018.626112,26.31,-999.0,86.6,8.51,-999.0,159.8 
2015-05-17,01:30:00,1019.642029,26.25,-999.0,87.6,7.18,-999.0,162.6 
2015-05-17,02:30:00,1020.319307,26.15,-999.0,85.6,8.05,-999.0,152.4 
2015-05-17,03:30:00,1020.657946,25.98,-999.0,88.3,8.39,-999.0,148.9 
2015-05-17,04:30:00,1020.657946,25.88,-999.0,85.6,7.76,-999.0,151.4 
2015-05-17,05:30:00,1020.319307,25.81,-999.0,86.6,6.92,-999.0,155.8 
2015-05-17,07:00:00,1019.980668,25.62,-999.0,84.3,5.04,-999.0,152.2 
2015-05-17,08:30:00,1018.964751,25.45,-999.0,86.6,6.35,-999.0,150.1 
2015-05-17,09:30:00,1018.964751,25.38,-999.0,85.2,6.22,-999.0,161.0 
2015-05-17,10:30:00,1019.642029,25.38,-999.0,87.1,6.48,-999.0,160.5 
2015-05-17,11:30:00,1020.319307,25.45,-999.0,83.5,7.28,-999.0,158.0 
2015-05-17,12:30:00,1020.996585,25.45,-999.0,84.4,6.63,-999.0,149.4 
2015-05-17,13:30:00,1021.335224,25.58,-999.0,81.6,7.58,-999.0,148.6 
2015-05-17,14:30:00,1021.335224,25.84,-999.0,78.1,7.52,-999.0,153.3 
2015-05-17,15:30:00,1021.673863,26.1,-999.0,81.1,6.83,-999.0,152.6 
2015-05-17,16:30:00,1022.012502,26.24,-999.0,78.77,7.1,-999.0,153.0 
2015-05-17,17:30:00,1022.012502,26.41,-999.0,78.87,6.31,-999.0,148.6 
2015-05-17,18:30:00,1021.673863,26.47,-999.0,77.31,6.28,-999.0,152.7 
2015-05-17,19:30:00,1021.335224,26.41,-999.0,79.07,6.33,-999.0,159.8 
2015-05-17,20:30:00,1020.996585,26.34,-999.0,80.2,5.7,-999.0,161.8 
2015-05-17,21:30:00,1020.657946,26.27,-999.0,81.1,6.07,-999.0,157.3 
2015-05-17,22:30:00,1020.657946,26.37,-999.0,81.1,6.34,-999.0,157.5 
2015-05-17,23:30:00,1020.319307,26.37,-999.0,81.7,5.32,-999.0,167.3 
2015-05-18,00:30:00,1020.996585,26.17,-999.0,79.65,5.27,-999.0,168.3 
2015-05-18,01:30:00,1021.335224,26.11,-999.0,79.56,3.85,-999.0,178.0 
2015-05-18,02:30:00,1022.012502,26.16,-999.0,84.1,4.01,-999.0,177.2 
2015-05-18,03:30:00,1022.351141,26.12,-999.0,82.8,3.83,-999.0,178.2 
2015-05-18,04:30:00,1022.68978,26.06,-999.0,82.8,3.01,-999.0,193.1 
2015-05-18,05:30:00,1022.012502,25.99,-999.0,82.7,2.8,-999.0,184.9 
2015-05-18,07:00:00,1021.335224,25.85,-999.0,83.3,2.96,-999.0,181.5 
2015-05-18,08:30:00,1020.319307,24.02,-999.0,94.3,2.9,-999.0,110.3 
2015-05-18,09:30:00,1020.319307,24.46,-999.0,92.6,2.74,-999.0,107.9 
2015-05-18,10:30:00,1020.319307,23.96,-999.0,94.2,2.47,-999.0,104.7 
2015-05-18,11:30:00,1020.996585,23.69,-999.0,95.4,2.4,-999.0,93.3 
2015-05-18,12:30:00,1021.673863,24.46,-999.0,93.9,2.65,-999.0,107.4 
2015-05-18,13:30:00,1022.012502,25.81,-999.0,82.1,3.17,-999.0,143.4 
2015-05-18,14:30:00,1022.351141,25.83,-999.0,79.31,2.98,-999.0,153.7 
2015-05-18,15:30:00,1022.68978,26.41,-999.0,78.12,3.36,-999.0,159.9 
2015-05-18,16:00:00,1023.028419,26.31,-999.0,80.8,4.36,-999.0,169.3 
2015-05-18,17:30:00,1022.68978,26.54,-999.0,81.0,5.12,-999.0,166.5 
2015-05-18,18:30:00,1022.351141,26.68,-999.0,76.02,5.14,-999.0,175.7 
2015-05-18,19:30:00,1021.335224,26.58,-999.0,79.68,5.64,-999.0,176.2 
2015-05-18,20:30:00,1020.996585,26.61,-999.0,80.2,4.65,-999.0,201.2 
2015-05-18,21:30:00,1021.335224,26.58,-999.0,80.1,4.39,-999.0,214.0 
2015-05-18,22:30:00,1021.335224,26.81,-999.0,76.4,4.28,-999.0,236.5 
2015-05-18,23:30:00,1021.335224,26.78,-999.0,76.3,4.44,-999.0,264.1 
2015-05-19,00:30:00,1020.657946,26.58,-999.0,74.57,3.4,-999.0,284.0 
2015-05-19,01:30:00,1019.642029,26.58,-999.0,75.7,1.7,-999.0,233.4 
2015-05-19,02:30:00,1019.980668,26.59,-999.0,78.89,2.77,-999.0,218.2 
2015-05-19,03:30:00,1019.30339,26.39,-999.0,78.78,4.18,-999.0,191.2 
2015-05-19,04:30:00,1019.30339,26.16,-999.0,80.1,3.5,-999.0,189.6 
2015-05-19,05:30:00,1019.980668,26.22,-999.0,79.23,3.26,-999.0,232.5 
2015-05-19,07:00:00,-999.0,26.19,-999.0,79.03,3.21,-999.0,281.7 
2015-05-19,08:30:00,1018.964751,22.7,-999.0,94.5,3.89,-999.0,23.46 
2015-05-19,09:30:00,1018.626112,21.75,-999.0,96.6,5.03,-999.0,35.86 
2015-05-19,10:30:00,1018.964751,21.52,-999.0,100.0,4.35,-999.0,45.06 
2015-05-19,11:30:00,1019.642029,21.99,-999.0,98.1,3.33,-999.0,59.51 
2015-05-19,12:30:00,1019.642029,23.11,-999.0,91.8,3.01,-999.0,63.7 
2015-05-19,13:30:00,1019.980668,25.45,-999.0,83.8,0.85,-999.0,78.61 
2015-05-19,14:30:00,1019.642029,25.46,-999.0,83.4,0.57,-999.0,239.9 
2015-05-19,15:30:00,1019.980668,25.56,-999.0,83.9,1.67,-999.0,257.4 
2015-05-19,16:30:00,1019.980668,26.17,-999.0,81.8,1.93,-999.0,272.0 
2015-05-19,17:30:00,1019.30339,26.47,-999.0,82.3,3.42,-999.0,251.7 
2015-05-19,18:30:00,1018.626112,26.64,-999.0,77.48,4.26,-999.0,227.1 
2015-05-19,19:30:00,1017.948834,26.78,-999.0,78.12,4.35,-999.0,220.1 
2015-05-19,20:30:00,1017.271556,26.98,-999.0,77.24,4.67,-999.0,220.0 
2015-05-19,21:30:00,1016.932917,27.25,-999.0,75.45,5.81,-999.0,227.6 
2015-05-19,22:30:00,1016.594278,27.42,-999.0,74.03,6.21,-999.0,240.5 
2015-05-19,23:30:00,1016.594278,27.42,-999.0,72.6,6.66,-999.0,253.7 
2015-05-20,00:30:00,1016.594278,27.29,-999.0,78.73,5.44,-999.0,261.6 
2015-05-20,01:30:00,1016.594278,27.25,-999.0,76.06,3.95,-999.0,269.0 
2015-05-20,02:30:00,1016.932917,27.42,-999.0,73.92,4.48,-999.0,277.9 
2015-05-20,03:30:00,1016.932917,27.22,-999.0,76.94,4.1,-999.0,277.2 
2015-05-20,04:00:00,1017.271556,27.12,-999.0,78.57,3.39,-999.0,277.8 
2015-05-20,05:30:00,1016.594278,26.98,-999.0,79.07,2.84,-999.0,265.1 
2015-05-20,07:00:00,-999.0,26.82,-999.0,81.2,4.31,-999.0,267.3 
2015-05-20,08:30:00,1015.239722,26.07,-999.0,85.5,4.5,-999.0,314.7 
2015-05-20,09:30:00,1015.239722,25.88,-999.0,90.3,5.44,-999.0,322.0 
2015-05-20,10:30:00,1015.239722,25.75,-999.0,89.1,5.27,-999.0,329.3 
2015-05-20,11:30:00,1015.578361,25.48,-999.0,88.1,3.82,-999.0,347.5 
2015-05-20,12:30:00,1016.255639,25.79,-999.0,85.1,1.77,-999.0,2.753 
2015-05-20,13:30:00,1016.594278,25.9,-999.0,83.6,1.47,-999.0,308.7 
2015-05-20,14:30:00,1016.932917,26.03,-999.0,79.75,2.69,-999.0,307.9 
2015-05-20,15:30:00,1016.932917,26.47,-999.0,73.01,2.12,-999.0,271.1 
2015-05-20,16:30:00,1016.932917,26.85,-999.0,74.67,2.16,-999.0,286.9 
2015-05-20,17:30:00,1016.594278,27.49,-999.0,70.1,3.9,-999.0,270.8 
2015-05-20,18:30:00,1016.255639,27.73,-999.0,76.74,5.33,-999.0,260.3 
2015-05-20,19:30:00,1015.917,27.8,-999.0,71.25,5.98,-999.0,247.5 
2015-05-20,20:30:00,1015.239722,27.63,-999.0,74.26,6.24,-999.0,237.0 
2015-05-20,21:30:00,1015.239722,27.52,-999.0,77.58,7.52,-999.0,252.3 
2015-05-20,22:30:00,1014.901083,27.69,-999.0,82.0,8.07,-999.0,253.0 
2015-05-20,23:30:00,1014.901083,27.9,-999.0,72.4,7.34,-999.0,275.1 
2015-05-21,00:30:00,1014.901083,27.83,-999.0,75.82,4.68,-999.0,259.7 
2015-05-21,01:30:00,1015.239722,27.73,-999.0,70.23,5.59,-999.0,280.6 
2015-05-21,02:30:00,1015.917,25.8,-999.0,78.16,2.83,-999.0,44.21 
2015-05-21,03:30:00,1016.594278,25.24,-999.0,76.08,3.64,-999.0,79.02 
2015-05-21,04:30:00,1016.255639,24.43,-999.0,79.34,3.42,-999.0,96.1 
2015-05-21,05:30:00,1016.255639,24.43,-999.0,83.7,2.12,-999.0,116.2 
2015-05-21,06:30:00,1015.578361,24.67,-999.0,84.7,1.44,-999.0,108.4 
2015-05-21,07:30:00,1015.239722,25.82,-999.0,85.7,2.03,-999.0,170.3 
2015-05-21,08:30:00,1015.578361,26.8,-999.0,82.6,2.12,-999.0,244.9 
2015-05-21,09:30:00,1015.239722,27.36,-999.0,85.0,6.06,-999.0,269.0 
2015-05-21,10:30:00,1015.578361,26.95,-999.0,85.6,5.43,-999.0,290.8 
2015-05-21,11:30:00,1015.917,26.07,-999.0,83.0,6.5,-999.0,329.5 
2015-05-21,12:30:00,1016.594278,24.56,-999.0,87.7,3.1,-999.0,2.845 
2015-05-21,13:30:00,1016.932917,24.9,-999.0,84.7,4.46,-999.0,354.7 
2015-05-21,14:30:00,1016.594278,26.17,-999.0,77.48,2.36,-999.0,337.5 
2015-05-21,15:30:00,1016.932917,25.93,-999.0,83.8,4.77,-999.0,308.9 
2015-05-21,16:30:00,1016.932917,26.51,-999.0,77.48,4.51,-999.0,298.5 
2015-05-21,17:30:00,1016.932917,26.75,-999.0,75.14,4.87,-999.0,289.1 
2015-05-21,18:30:00,1016.255639,27.59,-999.0,66.71,3.55,-999.0,270.8 
2015-05-21,19:00:00,1016.255639,27.86,-999.0,69.08,3.46,-999.0,271.2 
2015-05-21,20:30:00,1015.239722,28.24,-999.0,68.27,4.77,-999.0,243.6 
2015-05-21,21:30:00,1014.901083,28.1,-999.0,72.16,5.57,-999.0,252.9 
2015-05-21,22:30:00,1015.239722,28.2,-999.0,74.84,5.67,-999.0,257.4 
2015-05-21,23:30:00,1015.239722,28.13,-999.0,80.4,6.18,-999.0,259.1 
2015-05-22,00:30:00,1016.594278,23.9,-999.0,93.2,11.19,-999.0,317.1 
2015-05-22,01:30:00,1017.610195,24.6,-999.0,91.2,5.38,-999.0,319.8 
2015-05-22,02:30:00,1017.948834,24.16,-999.0,92.3,5.62,-999.0,0.098 
2015-05-22,03:00:00,1018.287473,24.23,-999.0,87.8,4.11,-999.0,6.094 
2015-05-22,04:30:00,1016.932917,23.21,-999.0,91.4,5.67,-999.0,50.55 
2015-05-22,05:30:00,1017.271556,22.67,-999.0,91.1,5.82,-999.0,37.44 
2015-05-22,07:00:00,1017.610195,21.01,-999.0,92.4,6.38,-999.0,22.52 
2015-05-22,08:30:00,1018.287473,19.55,-999.0,92.3,6.98,-999.0,17.48 
2015-05-22,09:30:00,1018.964751,18.85,-999.0,92.0,5.32,-999.0,15.41 
2015-05-22,10:30:00,1019.30339,18.05,-999.0,92.3,5.35,-999.0,21.72 
2015-05-22,11:30:00,1020.657946,17.78,-999.0,92.7,4.95,-999.0,20.3 
2015-05-22,12:30:00,1021.335224,17.07,-999.0,87.7,5.3,-999.0,29.0 
2015-05-22,13:30:00,1021.673863,17.47,-999.0,83.2,5.79,-999.0,37.39 
2015-05-22,14:30:00,1021.673863,18.56,-999.0,74.58,5.38,-999.0,35.4 
2015-05-22,15:30:00,1021.335224,20.43,-999.0,66.9,4.33,-999.0,47.67 
2015-05-22,16:30:00,1022.012502,22.53,-999.0,59.65,1.07,-999.0,57.63 
2015-05-22,17:30:00,1021.673863,23.35,-999.0,58.91,2.31,-999.0,324.7 
2015-05-22,18:30:00,1021.335224,23.81,-999.0,70.86,4.71,-999.0,312.8 
2015-05-22,19:30:00,1020.996585,25.02,-999.0,64.18,3.52,-999.0,294.0 
2015-05-22,20:30:00,1020.657946,25.19,-999.0,62.61,3.14,-999.0,281.9 
2015-05-22,21:30:00,1020.657946,25.53,-999.0,62.48,3.22,-999.0,288.7 
2015-05-22,22:30:00,1020.657946,26.47,-999.0,58.31,4.64,-999.0,301.6 
2015-05-22,23:30:00,1020.657946,26.71,-999.0,57.74,5.0,-999.0,335.0 
2015-05-23,00:30:00,1020.657946,26.14,-999.0,54.22,2.78,-999.0,358.1 
2015-05-23,01:30:00,1020.996585,25.58,-999.0,61.21,4.51,-999.0,13.85 
2015-05-23,02:30:00,1021.673863,23.89,-999.0,73.71,3.6,-999.0,32.62 
2015-05-23,03:30:00,1022.351141,23.62,-999.0,75.71,3.17,-999.0,39.66 
2015-05-23,04:30:00,1022.351141,23.14,-999.0,67.99,4.12,-999.0,43.2 
2015-05-23,05:30:00,1022.012502,22.2,-999.0,69.11,4.35,-999.0,60.53 
2015-05-23,07:00:00,1021.335224,21.18,-999.0,70.26,4.28,-999.0,51.16 
2015-05-23,08:30:00,1021.335224,21.04,-999.0,73.71,5.04,-999.0,64.13 
2015-05-23,09:30:00,1021.335224,21.11,-999.0,69.51,5.37,-999.0,67.48 
2015-05-23,10:30:00,1022.351141,20.77,-999.0,71.89,5.11,-999.0,64.59 
2015-05-23,11:30:00,1023.028419,20.2,-999.0,74.64,5.03,-999.0,54.42 
2015-05-23,12:30:00,1023.367058,21.42,-999.0,69.31,4.34,-999.0,63.61 
2015-05-23,13:30:00,1024.044336,23.75,-999.0,63.48,3.7,-999.0,81.3 
2015-05-23,14:30:00,1024.044336,25.51,-999.0,55.76,4.35,-999.0,111.6 
2015-05-23,15:30:00,1024.044336,26.38,-999.0,56.45,4.49,-999.0,116.3 
2015-05-23,16:00:00,1024.382975,26.68,-999.0,53.27,4.7,-999.0,133.5 
2015-05-24,06:30:00,1020.319307,25.75,-999.0,88.9,7.18,-999.0,134.6 
2015-05-24,07:30:00,1020.319307,25.82,-999.0,86.8,6.17,-999.0,140.1 
2015-05-24,08:30:00,1020.319307,26.09,-999.0,87.1,6.25,-999.0,146.7 
2015-05-24,09:30:00,1020.657946,26.02,-999.0,84.9,6.27,-999.0,136.7 
2015-05-24,10:30:00,1020.657946,26.19,-999.0,85.9,6.99,-999.0,141.5 
2015-05-24,11:30:00,1020.657946,26.12,-999.0,87.4,5.72,-999.0,129.0 
2015-05-24,12:30:00,1020.319307,26.45,-999.0,86.8,7.72,-999.0,137.7 
2015-05-24,13:30:00,1020.996585,26.58,-999.0,87.6,8.33,-999.0,147.5 
2015-05-24,14:30:00,1020.996585,26.85,-999.0,85.6,9.6,-999.0,148.2 
2015-05-24,15:30:00,1021.335224,26.92,-999.0,86.7,9.18,-999.0,152.0 
2015-05-24,16:30:00,1021.335224,26.95,-999.0,84.6,9.75,-999.0,155.2 
2015-05-24,17:30:00,1020.996585,26.92,-999.0,83.5,10.64,-999.0,145.9 
2015-05-24,18:30:00,1020.657946,26.98,-999.0,84.8,10.26,-999.0,147.1 
2015-05-24,19:00:00,1020.319307,27.02,-999.0,84.5,10.7,-999.0,146.9 
2015-05-24,20:30:00,1019.30339,26.92,-999.0,85.4,9.56,-999.0,150.1 
2015-05-24,21:30:00,1018.626112,26.88,-999.0,87.5,10.2,-999.0,146.6 
2015-05-24,22:30:00,1018.626112,26.64,-999.0,86.5,10.57,-999.0,145.8 
2015-05-24,23:30:00,1018.287473,26.58,-999.0,85.8,10.48,-999.0,144.6 
2015-05-25,00:30:00,1018.626112,26.44,-999.0,86.6,9.4,-999.0,143.5 
2015-05-25,01:30:00,1018.964751,26.38,-999.0,86.4,9.99,-999.0,140.9 
2015-05-25,02:30:00,1019.30339,26.42,-999.0,86.1,9.58,-999.0,146.1 
2015-05-25,03:30:00,1019.642029,26.48,-999.0,85.1,9.54,-999.0,146.9 
2015-05-25,04:30:00,1019.642029,26.35,-999.0,86.5,8.7,-999.0,149.6 
2015-05-25,05:30:00,1019.30339,26.41,-999.0,86.2,8.77,-999.0,151.6 
2015-05-25,06:30:00,1018.626112,26.38,-999.0,86.1,9.05,-999.0,154.1 
2015-05-25,07:30:00,1018.287473,26.25,-999.0,85.7,9.04,-999.0,155.8 
2015-05-25,08:00:00,1018.287473,26.39,-999.0,84.1,9.34,-999.0,156.1 
2015-05-25,09:30:00,1018.964751,26.35,-999.0,82.5,8.58,-999.0,155.5 
2015-05-25,10:30:00,1018.626112,26.39,-999.0,85.7,8.39,-999.0,151.0 
2015-05-25,11:30:00,1019.30339,26.48,-999.0,86.6,8.64,-999.0,159.0 
2015-05-25,12:30:00,1019.30339,26.15,-999.0,88.9,8.56,-999.0,155.8 
2015-05-25,13:30:00,1019.980668,26.34,-999.0,88.6,7.49,-999.0,159.9 
2015-05-25,14:30:00,1020.319307,26.48,-999.0,86.4,8.08,-999.0,159.0 
2015-05-25,15:30:00,1020.319307,26.37,-999.0,82.9,8.69,-999.0,160.6 
2015-05-25,16:30:00,1019.980668,26.21,-999.0,80.8,7.95,-999.0,164.1 
2015-05-25,17:00:00,1020.319307,26.21,-999.0,85.7,7.51,-999.0,163.9 
2015-05-25,18:30:00,1020.319307,26.37,-999.0,88.2,5.23,-999.0,160.0 
2015-05-25,19:30:00,1019.980668,26.34,-999.0,81.7,4.52,-999.0,160.1 
2015-05-25,20:30:00,1018.964751,26.68,-999.0,85.3,5.06,-999.0,150.0 
2015-05-25,21:30:00,1019.30339,26.85,-999.0,88.0,4.79,-999.0,144.5 
2015-05-25,22:30:00,1018.964751,26.92,-999.0,86.4,6.43,-999.0,148.5 
2015-05-25,23:30:00,1018.626112,26.78,-999.0,87.9,8.08,-999.0,138.8 
2015-05-26,00:00:00,1018.964751,26.75,-999.0,87.9,7.61,-999.0,136.1 
2015-05-26,01:30:00,1018.964751,23.78,-999.0,91.5,5.82,-999.0,56.8 
2015-05-26,02:00:00,1018.626112,23.69,-999.0,92.2,5.61,-999.0,79.68 
2015-05-26,03:30:00,1019.642029,24.63,-999.0,93.4,2.38,-999.0,97.1 
2015-05-26,04:30:00,1019.642029,26.29,-999.0,90.7,7.23,-999.0,147.9 
2015-05-26,05:30:00,1019.642029,26.16,-999.0,90.4,6.97,-999.0,141.8 
2015-05-26,07:00:00,1018.626112,26.16,-999.0,89.6,6.32,-999.0,149.8 
2015-05-26,08:30:00,1017.948834,26.15,-999.0,90.3,7.21,-999.0,160.0 
2015-05-26,09:30:00,1018.287473,26.15,-999.0,90.3,7.23,-999.0,164.6 
2015-05-26,10:30:00,1018.626112,26.15,-999.0,90.5,6.54,-999.0,161.0 
2015-05-26,11:30:00,1018.964751,26.29,-999.0,90.0,7.7,-999.0,166.6 
2015-05-26,12:30:00,1019.30339,26.08,-999.0,89.9,8.39,-999.0,154.6 
2015-05-26,13:30:00,1019.642029,26.35,-999.0,91.1,7.64,-999.0,169.0 
2015-05-26,14:30:00,1020.319307,21.72,-999.0,100.0,7.27,-999.0,310.3 
2015-05-26,15:30:00,1020.996585,22.16,-999.0,99.1,3.0,-999.0,54.76 
2015-05-26,16:00:00,1020.319307,21.92,-999.0,98.9,3.47,-999.0,79.02 
2015-05-26,17:00:00,1020.996585,22.47,-999.0,96.8,4.33,-999.0,109.8 
2015-05-26,18:30:00,1019.980668,23.41,-999.0,96.5,6.73,-999.0,117.2 
2015-05-26,19:30:00,1018.964751,24.91,-999.0,88.1,4.99,-999.0,140.5 
2015-05-26,20:30:00,1018.964751,25.75,-999.0,84.7,4.13,-999.0,149.6 
2015-05-26,21:30:00,1018.964751,25.85,-999.0,85.0,4.94,-999.0,155.9 
2015-05-26,22:30:00,1019.30339,25.94,-999.0,85.9,6.08,-999.0,153.4 
2015-05-26,23:30:00,1019.30339,25.87,-999.0,88.1,6.05,-999.0,159.2 
2015-05-27,00:30:00,1019.642029,25.81,-999.0,88.0,5.52,-999.0,138.2 
2015-05-27,01:00:00,1019.980668,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-05-27,01:30:00,-999.0,25.48,-999.0,89.0,3.4,-999.0,115.7 
2015-05-27,02:00:00,1019.980668,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-05-27,02:30:00,-999.0,24.74,-999.0,92.6,2.94,-999.0,103.2 
2015-05-27,03:00:00,1020.657946,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-05-27,03:30:00,-999.0,24.33,-999.0,95.0,3.7,-999.0,98.8 
2015-05-27,04:30:00,1020.319307,24.26,-999.0,97.8,3.75,-999.0,95.4 
2015-05-27,05:30:00,1020.319307,24.09,-999.0,98.3,3.55,-999.0,84.6 
2015-05-27,06:30:00,1019.980668,24.23,-999.0,97.6,3.49,-999.0,108.1 
2015-05-27,07:30:00,1019.30339,24.33,-999.0,95.1,3.68,-999.0,111.8 
2015-05-27,08:30:00,1019.642029,24.23,-999.0,96.5,3.03,-999.0,94.5 
2015-05-27,09:30:00,1020.319307,23.85,-999.0,98.3,1.54,-999.0,80.2 
2015-05-27,10:30:00,1020.319307,23.01,-999.0,99.7,3.01,-999.0,80.4 
2015-05-27,11:00:00,1020.657946,22.57,-999.0,99.9,5.17,-999.0,75.31 
2015-05-27,12:30:00,1019.980668,25.55,-999.0,85.4,6.31,-999.0,139.9 
2015-05-27,13:30:00,1020.319307,25.57,-999.0,90.7,5.13,-999.0,150.2 
2015-05-27,14:30:00,1021.335224,26.0,-999.0,87.1,2.9,-999.0,184.2 
2015-05-27,15:30:00,1021.673863,26.24,-999.0,83.5,5.13,-999.0,156.6 
2015-05-27,16:30:00,1021.335224,26.31,-999.0,85.2,6.81,-999.0,168.3 
2015-05-27,17:30:00,1021.335224,26.58,-999.0,84.8,5.26,-999.0,160.3 
2015-05-27,18:30:00,1020.657946,26.47,-999.0,84.5,5.76,-999.0,164.1 
2015-05-27,19:30:00,1020.657946,26.54,-999.0,83.2,5.03,-999.0,174.3 
2015-05-27,20:30:00,1020.657946,26.75,-999.0,84.3,4.4,-999.0,189.3 
2015-05-27,21:30:00,1019.980668,26.58,-999.0,84.1,4.13,-999.0,174.7 
2015-05-27,22:30:00,1019.642029,26.54,-999.0,86.6,4.66,-999.0,176.3 
2015-05-27,23:30:00,1019.30339,26.03,-999.0,82.8,5.18,-999.0,181.0 
2015-05-28,00:30:00,1019.980668,25.8,-999.0,82.3,3.54,-999.0,180.3 
2015-05-28,01:00:00,1020.319307,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-05-28,01:30:00,-999.0,25.58,-999.0,82.8,2.81,-999.0,121.2 
2015-05-28,02:00:00,1019.642029,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-05-28,02:30:00,-999.0,24.8,-999.0,85.4,3.08,-999.0,107.8 
2015-05-28,03:00:00,1020.319307,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-05-28,03:30:00,-999.0,24.13,-999.0,89.2,2.22,-999.0,67.07 
2015-05-28,04:30:00,1019.642029,23.72,-999.0,93.4,4.15,-999.0,81.5 
2015-05-28,05:30:00,1019.30339,24.02,-999.0,93.2,3.98,-999.0,90.8 
2015-05-28,07:00:00,1018.964751,-999.0,-999.0,97.2,3.06,-999.0,105.0 
2015-05-28,08:30:00,1018.626112,24.19,-999.0,96.4,1.74,-999.0,81.2 
2015-05-28,09:30:00,1018.626112,24.13,-999.0,96.5,1.84,-999.0,79.18 
2015-05-28,10:30:00,1019.30339,23.48,-999.0,97.7,2.12,-999.0,66.51 
2015-05-28,11:00:00,1019.642029,23.18,-999.0,98.7,2.79,-999.0,69.76 
2015-05-28,12:30:00,1020.319307,23.35,-999.0,98.3,2.76,-999.0,31.22 
2015-05-28,13:00:00,1020.319307,23.31,-999.0,98.2,4.11,-999.0,67.71 
2015-05-28,14:30:00,1020.319307,24.77,-999.0,93.0,3.79,-999.0,87.9 
2015-05-28,15:30:00,1020.319307,26.24,-999.0,82.6,5.36,-999.0,140.6 
2015-05-28,16:30:00,1020.319307,26.31,-999.0,83.8,3.97,-999.0,139.3 
2015-05-28,17:30:00,1020.996585,22.69,-999.0,94.4,6.75,-999.0,201.5 
2015-05-28,18:30:00,1019.980668,23.28,-999.0,87.7,2.87,-999.0,200.3 
2015-05-28,19:30:00,1019.642029,23.62,-999.0,83.1,2.7,-999.0,90.2 
2015-05-28,20:30:00,1018.964751,25.28,-999.0,81.3,3.84,-999.0,180.0 
2015-05-28,21:30:00,1019.30339,25.32,-999.0,80.9,2.97,-999.0,208.1 
2015-05-28,22:30:00,1018.964751,25.7,-999.0,73.38,3.05,-999.0,182.5 
2015-05-28,23:30:00,1018.964751,25.53,-999.0,79.49,0.97,-999.0,191.2 
2015-05-29,00:00:00,1018.964751,25.43,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-05-29,00:30:00,-999.0,-999.0,-999.0,78.75,1.27,-999.0,140.5 
2015-05-29,01:00:00,1018.964751,25.14,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-05-29,01:30:00,-999.0,-999.0,-999.0,84.9,2.92,-999.0,111.4 
2015-05-29,02:00:00,1019.642029,24.8,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-05-29,02:30:00,-999.0,-999.0,-999.0,85.9,2.16,-999.0,109.4 
2015-05-29,03:00:00,1019.980668,24.5,-999.0,87.3,2.97,-999.0,103.7 
2015-05-29,04:30:00,1019.642029,24.46,-999.0,88.6,3.3,-999.0,103.1 
2015-05-29,05:30:00,1018.964751,23.14,-999.0,94.2,2.91,-999.0,66.16 
2015-05-29,07:00:00,1017.948834,22.91,-999.0,95.8,3.18,-999.0,83.7 
2015-05-29,08:30:00,1016.932917,23.14,-999.0,96.6,3.3,-999.0,97.7 
2015-05-29,09:30:00,1017.271556,22.97,-999.0,95.9,2.03,-999.0,72.53 
2015-05-29,10:30:00,1018.287473,22.3,-999.0,98.2,3.19,-999.0,2.873 
2015-05-29,11:30:00,1018.964751,21.42,-999.0,99.9,3.42,-999.0,59.6 
2015-05-29,12:30:00,1018.964751,22.26,-999.0,100.0,4.18,-999.0,66.99 
