date,time,depth (m),sea_water_speed (cm s-1),direction_of_sea_water_velocity (degrees_true),upward_sea_water_velocity (cm s-1),eastward_sea_water_velocity (cm s-1),northward_sea_water_velocity (cm s-1),mass_concentration_of_chlorophyll_in_sea_water (ug L-1),mole_concentration_of_dissolved_molecular_oxygen_in_sea_water (ug L-1),sea_surface_height_above_sea_level (m),sea_water_practical_salinity (PSU),sea_water_temperature (Celsius),sea_water_turbidity (NTU) 
2015-11-16,16:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.898,-999.0,-999.0,-999.0 
2015-11-16,16:00:00,1.898,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.31,17.46,-999.0 
2015-11-16,17:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.887,-999.0,-999.0,-999.0 
2015-11-16,17:00:00,1.887,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.15,17.67,-999.0 
2015-11-16,18:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.886,-999.0,-999.0,-999.0 
2015-11-16,18:00:00,1.886,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.09,17.88,-999.0 
2015-11-16,19:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.901,-999.0,-999.0,-999.0 
2015-11-16,19:00:00,1.901,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.05,18.07,-999.0 
2015-11-16,19:30:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.92,-999.0,-999.0,-999.0 
2015-11-16,19:30:00,1.92,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.08,18.11,-999.0 
2015-11-17,06:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.412,-999.0,-999.0,-999.0 
2015-11-17,06:00:00,2.412,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.1,18.44,-999.0 
2015-11-17,07:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.457,-999.0,-999.0,-999.0 
2015-11-17,07:00:00,2.457,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.17,18.44,-999.0 
2015-11-17,08:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.475,-999.0,-999.0,-999.0 
2015-11-17,08:00:00,2.475,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.25,18.47,-999.0 
2015-11-17,09:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.427,-999.0,-999.0,-999.0 
2015-11-17,09:00:00,2.427,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.29,18.48,-999.0 
2015-11-17,10:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.382,-999.0,-999.0,-999.0 
2015-11-17,10:00:00,2.382,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.73,18.58,-999.0 
2015-11-17,10:30:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.371,-999.0,-999.0,-999.0 
2015-11-17,10:30:00,2.371,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.84,18.59,-999.0 
2015-11-17,12:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.245,-999.0,-999.0,-999.0 
2015-11-17,12:00:00,2.245,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.6,18.62,-999.0 
2015-11-17,13:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.182,-999.0,-999.0,-999.0 
2015-11-17,13:00:00,2.182,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.46,18.61,-999.0 
2015-11-17,14:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.143,-999.0,-999.0,-999.0 
2015-11-17,14:00:00,2.143,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.78,18.57,-999.0 
2015-11-17,15:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.088,-999.0,-999.0,-999.0 
2015-11-17,15:00:00,2.088,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.67,18.66,-999.0 
2015-11-17,16:30:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.043,-999.0,-999.0,-999.0 
2015-11-17,16:30:00,2.043,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.67,18.89,-999.0 
2015-11-17,17:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.033,-999.0,-999.0,-999.0 
2015-11-17,17:00:00,2.033,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.66,-999.0,-999.0 
2015-11-17,17:30:00,2.019,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.08,-999.0 
2015-11-17,18:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.002,-999.0,-999.0,-999.0 
2015-11-17,18:00:00,2.002,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.62,19.2,-999.0 
2015-11-17,19:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.068,-999.0,-999.0,-999.0 
2015-11-17,19:00:00,2.068,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.35,19.37,-999.0 
2015-11-17,20:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.095,-999.0,-999.0,-999.0 
2015-11-17,20:00:00,2.095,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.6,19.53,-999.0 
2015-11-17,21:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.133,-999.0,-999.0,-999.0 
2015-11-17,21:00:00,2.133,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.63,19.63,-999.0 
2015-11-17,22:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.172,-999.0,-999.0,-999.0 
2015-11-17,22:00:00,2.172,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.61,19.7,-999.0 
2015-11-17,23:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.142,-999.0,-999.0,-999.0 
2015-11-17,23:00:00,2.142,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.65,19.75,-999.0 
2015-11-18,00:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.248,-999.0,-999.0,-999.0 
2015-11-18,00:00:00,2.248,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.73,19.79,-999.0 
2015-11-18,01:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.33,-999.0,-999.0,-999.0 
2015-11-18,01:00:00,2.33,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.6,19.8,-999.0 
2015-11-18,02:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.4,-999.0,-999.0,-999.0 
2015-11-18,02:00:00,2.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.59,19.84,-999.0 
2015-11-18,03:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.436,-999.0,-999.0,-999.0 
2015-11-18,03:00:00,2.436,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.58,19.87,-999.0 
2015-11-18,04:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.462,-999.0,-999.0,-999.0 
2015-11-18,04:00:00,2.462,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.35,19.85,-999.0 
2015-11-18,05:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.425,-999.0,-999.0,-999.0 
2015-11-18,05:00:00,2.425,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.11,19.81,-999.0 
2015-11-18,06:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.63,-999.0,-999.0,-999.0 
2015-11-18,06:00:00,2.63,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.69,19.84,-999.0 
2015-11-18,06:30:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.567,-999.0,-999.0,-999.0 
2015-11-18,06:30:00,2.567,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.54,19.86,-999.0 
2015-11-18,17:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.352,-999.0,-999.0,-999.0 
2015-11-18,17:00:00,2.352,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.91,20.33,-999.0 
2015-11-18,18:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.387,-999.0,-999.0,-999.0 
2015-11-18,18:00:00,2.387,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.74,20.33,-999.0 
2015-11-18,19:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.231,-999.0,-999.0,-999.0 
2015-11-18,19:00:00,2.231,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.23,20.37,-999.0 
2015-11-18,20:00:00,2.184,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.64,-999.0,-999.0 
2015-11-18,20:30:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.205,-999.0,-999.0,-999.0 
2015-11-18,20:30:00,2.205,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.46,-999.0 
2015-11-18,21:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.212,-999.0,-999.0,-999.0 
2015-11-18,21:00:00,2.212,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.32,20.51,-999.0 
2015-11-19,14:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.177,-999.0,-999.0,-999.0 
2015-11-19,14:00:00,2.177,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.75,20.38,-999.0 
2015-11-19,15:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.139,-999.0,-999.0,-999.0 
2015-11-19,15:00:00,2.139,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.72,20.38,-999.0 
2015-11-19,16:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.084,-999.0,-999.0,-999.0 
2015-11-19,16:00:00,2.084,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.51,20.32,-999.0 
2015-11-19,17:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.062,-999.0,-999.0,-999.0 
2015-11-19,17:00:00,2.062,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.44,20.33,-999.0 
2015-11-19,18:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.033,-999.0,-999.0,-999.0 
2015-11-19,18:00:00,2.033,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.4,20.42,-999.0 
2015-11-19,19:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.989,-999.0,-999.0,-999.0 
2015-11-19,19:00:00,1.989,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.53,20.49,-999.0 
2015-11-19,20:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.972,-999.0,-999.0,-999.0 
2015-11-19,20:00:00,1.972,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.7,20.6,-999.0 
2015-11-19,21:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.02,-999.0,-999.0,-999.0 
2015-11-19,21:00:00,2.02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.79,20.69,-999.0 
2015-11-20,02:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.211,-999.0,-999.0,-999.0 
2015-11-20,02:00:00,2.211,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.1,20.6,-999.0 
2015-11-20,03:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.227,-999.0,-999.0,-999.0 
2015-11-20,03:00:00,2.227,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.99,20.34,-999.0 
2015-11-20,04:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.194,-999.0,-999.0,-999.0 
2015-11-20,04:00:00,2.194,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.95,20.31,-999.0 
2015-11-20,05:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.15,-999.0,-999.0,-999.0 
2015-11-20,05:00:00,2.15,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.88,20.23,-999.0 
2015-11-20,06:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.116,-999.0,-999.0,-999.0 
2015-11-20,06:00:00,2.116,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.96,20.07,-999.0 
2015-11-20,07:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.123,-999.0,-999.0,-999.0 
2015-11-20,07:00:00,2.123,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.96,20.0,-999.0 
2015-11-20,08:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.102,-999.0,-999.0,-999.0 
2015-11-20,08:00:00,2.102,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.91,19.92,-999.0 
2015-11-20,09:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.091,-999.0,-999.0,-999.0 
2015-11-20,09:00:00,2.091,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.92,19.78,-999.0 
2015-11-20,10:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.059,-999.0,-999.0,-999.0 
2015-11-20,10:00:00,2.059,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.06,19.65,-999.0 
2015-11-20,11:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.057,-999.0,-999.0,-999.0 
2015-11-20,11:00:00,2.057,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.05,19.53,-999.0 
2015-11-20,12:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.071,-999.0,-999.0,-999.0 
2015-11-20,12:00:00,2.071,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.98,19.49,-999.0 
2015-11-20,13:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.071,-999.0,-999.0,-999.0 
2015-11-20,13:00:00,2.071,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.89,19.34,-999.0 
2015-11-20,14:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.04,-999.0,-999.0,-999.0 
2015-11-20,14:00:00,2.04,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.92,19.22,-999.0 
2015-11-20,15:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.025,-999.0,-999.0,-999.0 
2015-11-20,15:00:00,2.025,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.83,19.22,-999.0 
2015-11-20,16:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.002,-999.0,-999.0,-999.0 
2015-11-20,16:00:00,2.002,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.87,19.25,-999.0 
2015-11-20,17:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.978,-999.0,-999.0,-999.0 
2015-11-20,17:00:00,1.978,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.96,19.36,-999.0 
2015-11-20,18:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.991,-999.0,-999.0,-999.0 
2015-11-20,18:00:00,1.991,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.92,19.42,-999.0 
2015-11-20,19:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.015,-999.0,-999.0,-999.0 
2015-11-20,19:00:00,2.015,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.91,19.49,-999.0 
2015-11-20,20:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.043,-999.0,-999.0,-999.0 
2015-11-20,20:00:00,2.043,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.81,19.62,-999.0 
2015-11-20,21:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.084,-999.0,-999.0,-999.0 
2015-11-20,21:00:00,2.084,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.74,19.73,-999.0 
2015-11-20,22:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.11,-999.0,-999.0,-999.0 
2015-11-20,22:00:00,2.11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.73,19.79,-999.0 
2015-11-20,23:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.117,-999.0,-999.0,-999.0 
2015-11-20,23:00:00,2.117,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.78,19.77,-999.0 
2015-11-21,00:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.152,-999.0,-999.0,-999.0 
2015-11-21,00:00:00,2.152,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.77,19.79,-999.0 
2015-11-21,01:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.195,-999.0,-999.0,-999.0 
2015-11-21,01:00:00,2.195,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.79,19.77,-999.0 
2015-11-21,02:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.214,-999.0,-999.0,-999.0 
2015-11-21,02:00:00,2.214,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.95,19.71,-999.0 
2015-11-21,03:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.201,-999.0,-999.0,-999.0 
2015-11-21,03:00:00,2.201,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.0,19.73,-999.0 
2015-11-21,04:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.227,-999.0,-999.0,-999.0 
2015-11-21,04:00:00,2.227,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.04,19.76,-999.0 
2015-11-21,05:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.203,-999.0,-999.0,-999.0 
2015-11-21,05:00:00,2.203,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.96,19.62,-999.0 
2015-11-21,05:30:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.175,-999.0,-999.0,-999.0 
2015-11-21,05:30:00,2.175,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.96,19.55,-999.0 
2015-11-21,13:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.152,-999.0,-999.0,-999.0 
2015-11-21,13:00:00,2.152,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.84,19.07,-999.0 
2015-11-21,14:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.155,-999.0,-999.0,-999.0 
2015-11-21,14:00:00,2.155,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.74,19.09,-999.0 
2015-11-21,15:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.152,-999.0,-999.0,-999.0 
2015-11-21,15:00:00,2.152,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.81,19.15,-999.0 
2015-11-21,16:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.144,-999.0,-999.0,-999.0 
2015-11-21,16:00:00,2.144,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.83,19.2,-999.0 
2015-11-21,17:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.122,-999.0,-999.0,-999.0 
2015-11-21,17:00:00,2.122,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.84,19.26,-999.0 
2015-11-21,18:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.114,-999.0,-999.0,-999.0 
2015-11-21,18:00:00,2.114,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.82,19.27,-999.0 
2015-11-21,19:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.099,-999.0,-999.0,-999.0 
2015-11-21,19:00:00,2.099,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.98,19.27,-999.0 
2015-11-21,20:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.111,-999.0,-999.0,-999.0 
2015-11-21,20:00:00,2.111,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.99,19.29,-999.0 
2015-11-21,21:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.112,-999.0,-999.0,-999.0 
2015-11-21,21:00:00,2.112,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.87,19.3,-999.0 
2015-11-21,22:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.114,-999.0,-999.0,-999.0 
2015-11-21,22:00:00,2.114,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.85,19.47,-999.0 
2015-11-21,23:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.122,-999.0,-999.0,-999.0 
2015-11-21,23:00:00,2.122,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.82,19.45,-999.0 
2015-11-22,00:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.172,-999.0,-999.0,-999.0 
2015-11-22,00:00:00,2.172,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.8,19.41,-999.0 
2015-11-22,01:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.216,-999.0,-999.0,-999.0 
2015-11-22,01:00:00,2.216,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.72,19.39,-999.0 
2015-11-22,02:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.227,-999.0,-999.0,-999.0 
2015-11-22,02:00:00,2.227,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.73,19.35,-999.0 
2015-11-22,03:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.218,-999.0,-999.0,-999.0 
2015-11-22,03:00:00,2.218,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.75,19.34,-999.0 
2015-11-22,04:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.13,-999.0,-999.0,-999.0 
2015-11-22,04:00:00,2.13,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.77,19.32,-999.0 
2015-11-22,05:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.102,-999.0,-999.0,-999.0 
2015-11-22,05:00:00,2.102,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.81,19.29,-999.0 
2015-11-22,06:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.144,-999.0,-999.0,-999.0 
2015-11-22,06:00:00,2.144,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.83,19.16,-999.0 
2015-11-22,07:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.044,-999.0,-999.0,-999.0 
2015-11-22,07:00:00,2.044,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.0,19.08,-999.0 
2015-11-22,08:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.908,-999.0,-999.0,-999.0 
2015-11-22,08:00:00,1.908,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.1,19.0,-999.0 
2015-11-22,09:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.871,-999.0,-999.0,-999.0 
2015-11-22,09:00:00,1.871,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.15,18.85,-999.0 
2015-11-22,10:00:00,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.781,-999.0,-999.0,-999.0 
2015-11-22,10:00:00,1.781,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.91,18.61,-999.0 
