date,time,air_pressure (mbar),air_temperature (Celsius),dew_point_temperature (Celsius),relative_humidity (%),wind_speed (m s-1),wind_speed_of_gust (m s-1),wind_to_direction (degrees_true) 
2015-06-03,20:30:00,1012.53061,27.42,-999.0,71.42,3.33,-999.0,213.7 
2015-06-03,21:30:00,1012.53061,26.17,-999.0,75.55,4.91,-999.0,103.0 
2015-06-03,22:30:00,1011.853332,27.08,-999.0,75.35,3.21,-999.0,209.2 
2015-06-03,23:00:00,1011.853332,27.49,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-03,23:30:00,-999.0,-999.0,-999.0,70.74,3.34,-999.0,230.4 
2015-06-04,00:00:00,1012.191971,27.46,-999.0,72.4,-999.0,-999.0,-999.0 
2015-06-04,00:30:00,-999.0,-999.0,-999.0,-999.0,2.71,-999.0,218.4 
2015-06-04,01:00:00,1012.53061,27.32,-999.0,68.98,-999.0,-999.0,-999.0 
2015-06-04,01:30:00,-999.0,-999.0,-999.0,-999.0,2.78,-999.0,241.0 
2015-06-04,02:00:00,1012.869249,27.39,-999.0,72.47,-999.0,-999.0,-999.0 
2015-06-04,02:30:00,-999.0,-999.0,-999.0,-999.0,3.21,-999.0,241.5 
2015-06-04,03:00:00,1013.546527,27.43,-999.0,74.5,-999.0,-999.0,-999.0 
2015-06-04,03:30:00,-999.0,-999.0,-999.0,-999.0,3.04,-999.0,289.5 
2015-06-04,04:00:00,1013.546527,27.05,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-04,04:30:00,-999.0,-999.0,-999.0,73.45,3.79,-999.0,341.1 
2015-06-04,05:30:00,1013.546527,24.97,-999.0,87.6,3.05,-999.0,31.03 
2015-06-04,07:00:00,1013.546527,24.57,-999.0,87.3,4.1,-999.0,57.6 
2015-06-04,08:00:00,1013.207888,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-04,08:30:00,-999.0,24.3,-999.0,86.8,3.22,-999.0,72.14 
2015-06-04,09:30:00,1013.546527,22.67,-999.0,89.4,5.08,-999.0,65.26 
2015-06-04,10:30:00,1013.207888,22.77,-999.0,88.5,4.13,-999.0,69.87 
2015-06-04,11:30:00,1014.223805,22.84,-999.0,90.2,3.44,-999.0,56.36 
2015-06-04,12:30:00,1014.562444,23.35,-999.0,83.5,4.61,-999.0,54.86 
2015-06-04,13:30:00,1015.239722,24.91,-999.0,84.1,3.55,-999.0,60.3 
2015-06-04,14:30:00,1015.239722,26.31,-999.0,75.02,1.01,-999.0,152.9 
2015-06-04,15:30:00,1015.239722,26.47,-999.0,75.18,0.92,-999.0,255.8 
2015-06-04,16:30:00,1015.239722,26.51,-999.0,77.85,2.89,-999.0,286.5 
2015-06-04,17:30:00,1015.239722,26.61,-999.0,78.26,3.88,-999.0,298.4 
2015-06-04,18:30:00,1015.239722,27.19,-999.0,72.88,4.15,-999.0,287.0 
2015-06-04,19:30:00,1014.901083,28.0,-999.0,67.73,4.24,-999.0,271.9 
2015-06-04,20:30:00,1014.901083,29.18,-999.0,55.27,3.71,-999.0,265.9 
2015-06-04,21:30:00,1014.223805,28.81,-999.0,59.4,2.74,-999.0,198.5 
2015-06-05,14:30:00,1016.932917,26.62,-999.0,74.95,3.0,-999.0,28.48 
2015-06-05,15:00:00,1016.932917,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-05,15:30:00,-999.0,27.59,-999.0,69.49,2.4,-999.0,31.57 
2015-06-05,16:00:00,1017.271556,28.07,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-05,16:30:00,-999.0,-999.0,-999.0,58.65,3.63,-999.0,340.3 
2015-06-05,17:00:00,1016.932917,29.05,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-05,17:30:00,-999.0,-999.0,-999.0,70.91,4.98,-999.0,313.1 
2015-06-05,18:00:00,1016.255639,28.44,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-05,18:30:00,-999.0,-999.0,-999.0,56.76,5.69,-999.0,329.0 
2015-06-05,19:00:00,1015.917,29.08,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-05,19:30:00,-999.0,-999.0,-999.0,54.28,2.57,-999.0,331.8 
2015-06-05,20:00:00,1015.578361,29.49,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-05,20:30:00,-999.0,-999.0,-999.0,56.15,3.75,-999.0,306.6 
2015-06-05,21:00:00,1014.562444,29.89,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-05,21:30:00,-999.0,-999.0,-999.0,55.84,4.61,-999.0,311.6 
2015-06-05,22:00:00,1014.223805,30.74,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-05,22:30:00,-999.0,-999.0,-999.0,43.75,5.13,-999.0,337.7 
2015-06-05,23:00:00,1013.885166,31.07,-999.0,42.26,-999.0,-999.0,-999.0 
2015-06-05,23:30:00,-999.0,-999.0,-999.0,-999.0,3.84,-999.0,12.07 
2015-06-06,00:00:00,1013.885166,30.64,-999.0,50.83,3.69,-999.0,15.28 
2015-06-06,01:00:00,1013.885166,29.62,-999.0,56.42,-999.0,-999.0,-999.0 
2015-06-06,01:30:00,-999.0,-999.0,-999.0,-999.0,4.5,-999.0,291.1 
2015-06-06,02:00:00,1014.223805,28.85,-999.0,67.25,4.51,-999.0,289.5 
2015-06-06,03:00:00,1014.901083,28.54,-999.0,72.43,-999.0,-999.0,-999.0 
2015-06-06,03:30:00,-999.0,-999.0,-999.0,-999.0,3.95,-999.0,293.9 
2015-06-06,04:00:00,1014.901083,28.51,-999.0,68.51,4.13,-999.0,306.3 
2015-06-06,05:00:00,1014.901083,27.93,-999.0,77.65,2.75,-999.0,338.2 
2015-06-06,06:00:00,1014.562444,27.33,-999.0,70.61,-999.0,-999.0,-999.0 
2015-06-06,06:30:00,-999.0,-999.0,-999.0,-999.0,2.37,-999.0,8.31 
2015-06-06,07:30:00,1014.223805,25.68,-999.0,70.97,2.11,-999.0,13.76 
2015-06-06,08:00:00,1013.885166,25.35,-999.0,72.49,-999.0,-999.0,-999.0 
2015-06-06,08:30:00,-999.0,-999.0,-999.0,-999.0,3.59,-999.0,33.94 
2015-06-06,09:00:00,1013.885166,25.14,-999.0,72.63,-999.0,-999.0,-999.0 
2015-06-06,09:30:00,-999.0,-999.0,-999.0,-999.0,4.1,-999.0,37.09 
2015-06-06,10:00:00,1014.223805,24.77,-999.0,76.42,-999.0,-999.0,-999.0 
2015-06-06,10:30:00,-999.0,-999.0,-999.0,-999.0,3.56,-999.0,46.29 
2015-06-06,11:00:00,1014.223805,24.87,-999.0,73.1,-999.0,-999.0,-999.0 
2015-06-06,11:30:00,-999.0,-999.0,-999.0,-999.0,3.45,-999.0,20.96 
2015-06-06,12:00:00,1014.901083,24.46,-999.0,77.71,-999.0,-999.0,-999.0 
2015-06-06,12:30:00,-999.0,-999.0,-999.0,-999.0,2.84,-999.0,356.4 
2015-06-06,13:00:00,1015.578361,25.55,-999.0,72.53,-999.0,-999.0,-999.0 
2015-06-06,13:30:00,-999.0,-999.0,-999.0,-999.0,1.3,-999.0,359.2 
2015-06-06,14:00:00,1015.578361,27.33,-999.0,67.6,-999.0,-999.0,-999.0 
2015-06-06,14:30:00,-999.0,-999.0,-999.0,-999.0,1.66,-999.0,4.101 
2015-06-06,15:00:00,1015.239722,28.2,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-06,15:30:00,-999.0,-999.0,-999.0,67.22,3.03,-999.0,325.5 
2015-06-06,16:00:00,1015.239722,27.76,-999.0,74.6,-999.0,-999.0,-999.0 
2015-06-06,16:30:00,-999.0,-999.0,-999.0,-999.0,4.0,-999.0,300.2 
2015-06-06,17:00:00,1014.562444,27.96,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-06,17:30:00,-999.0,-999.0,-999.0,72.3,5.26,-999.0,306.1 
2015-06-06,18:00:00,1014.223805,28.88,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-06,18:30:00,-999.0,-999.0,-999.0,59.43,6.31,-999.0,308.5 
2015-06-06,19:00:00,1013.546527,29.59,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-06,19:30:00,-999.0,-999.0,-999.0,53.37,7.28,-999.0,309.7 
2015-06-06,20:00:00,1013.207888,28.88,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-06,20:30:00,-999.0,-999.0,-999.0,57.84,5.47,-999.0,327.9 
2015-06-06,21:30:00,1012.869249,29.96,-999.0,57.97,3.66,-999.0,355.1 
2015-06-06,22:00:00,1013.207888,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-06,22:30:00,-999.0,27.29,-999.0,76.63,4.83,-999.0,158.9 
2015-06-06,23:00:00,1012.869249,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-06,23:30:00,-999.0,28.1,-999.0,71.28,2.74,-999.0,166.8 
2015-06-07,00:00:00,1012.869249,27.83,-999.0,73.04,3.42,-999.0,193.1 
2015-06-07,01:00:00,1013.207888,28.64,-999.0,63.29,-999.0,-999.0,-999.0 
2015-06-07,01:30:00,-999.0,-999.0,-999.0,-999.0,2.23,-999.0,238.3 
2015-06-07,02:00:00,1013.207888,28.34,-999.0,72.13,2.92,-999.0,276.0 
2015-06-07,03:00:00,1013.885166,28.13,-999.0,76.4,3.33,-999.0,325.3 
2015-06-07,04:00:00,1013.885166,27.22,-999.0,85.0,2.67,-999.0,355.0 
2015-06-07,05:00:00,1013.885166,27.03,-999.0,81.9,-999.0,-999.0,-999.0 
2015-06-07,05:30:00,-999.0,-999.0,-999.0,-999.0,3.51,-999.0,353.9 
2015-06-07,07:00:00,1013.207888,25.85,-999.0,83.2,3.0,-999.0,22.79 
2015-06-07,08:00:00,1012.869249,25.24,-999.0,84.5,-999.0,-999.0,-999.0 
2015-06-07,08:30:00,-999.0,-999.0,-999.0,-999.0,4.14,-999.0,24.42 
2015-06-07,09:00:00,1012.869249,24.43,-999.0,88.3,-999.0,-999.0,-999.0 
2015-06-07,09:30:00,-999.0,-999.0,-999.0,-999.0,3.83,-999.0,34.75 
2015-06-07,10:00:00,1013.207888,23.99,-999.0,89.9,-999.0,-999.0,-999.0 
2015-06-07,10:30:00,-999.0,-999.0,-999.0,-999.0,3.7,-999.0,31.07 
2015-06-07,11:00:00,1014.223805,23.82,-999.0,89.7,-999.0,-999.0,-999.0 
2015-06-07,11:30:00,-999.0,-999.0,-999.0,-999.0,3.28,-999.0,43.85 
2015-06-07,12:00:00,1014.562444,24.26,-999.0,86.2,-999.0,-999.0,-999.0 
2015-06-07,12:30:00,-999.0,-999.0,-999.0,-999.0,2.86,-999.0,45.85 
2015-06-07,13:00:00,1015.239722,25.99,-999.0,76.39,-999.0,-999.0,-999.0 
2015-06-07,13:30:00,-999.0,-999.0,-999.0,-999.0,3.41,-999.0,67.31 
2015-06-07,14:00:00,1015.578361,27.9,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-07,14:30:00,-999.0,-999.0,-999.0,65.09,2.08,-999.0,67.2 
2015-06-07,15:00:00,1015.917,29.45,-999.0,61.06,-999.0,-999.0,-999.0 
2015-06-07,15:30:00,-999.0,-999.0,-999.0,-999.0,1.67,-999.0,196.2 
2015-06-07,16:00:00,1015.917,29.32,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-07,16:30:00,-999.0,-999.0,-999.0,69.66,4.6,-999.0,171.9 
2015-06-07,17:00:00,1015.578361,28.81,-999.0,72.94,4.68,-999.0,173.6 
2015-06-07,18:00:00,1015.239722,28.34,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-07,18:30:00,-999.0,-999.0,-999.0,76.26,5.47,-999.0,168.9 
2015-06-07,19:00:00,1015.239722,28.41,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-07,19:30:00,-999.0,-999.0,-999.0,73.65,5.14,-999.0,169.4 
2015-06-07,20:00:00,1015.239722,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-07,20:30:00,-999.0,28.27,-999.0,74.87,3.24,-999.0,158.4 
2015-06-07,21:30:00,1014.901083,28.54,-999.0,72.88,4.89,-999.0,161.2 
2015-06-07,22:30:00,1014.901083,28.51,-999.0,72.2,4.0,-999.0,162.0 
2015-06-07,23:00:00,1014.901083,28.51,-999.0,71.79,-999.0,-999.0,-999.0 
2015-06-07,23:30:00,-999.0,-999.0,-999.0,-999.0,4.83,-999.0,155.8 
2015-06-08,00:00:00,1014.901083,28.54,-999.0,69.05,-999.0,-999.0,-999.0 
2015-06-08,00:30:00,-999.0,-999.0,-999.0,-999.0,4.41,-999.0,160.0 
2015-06-08,01:00:00,1014.901083,27.96,-999.0,73.82,4.83,-999.0,158.1 
2015-06-08,02:00:00,1014.901083,27.86,-999.0,78.16,4.62,-999.0,164.8 
2015-06-08,03:00:00,1015.239722,27.59,-999.0,75.52,4.66,-999.0,169.9 
2015-06-08,04:00:00,1015.917,27.83,-999.0,71.32,4.54,-999.0,170.2 
2015-06-08,05:00:00,1015.917,27.69,-999.0,74.57,-999.0,-999.0,-999.0 
2015-06-08,05:30:00,-999.0,-999.0,-999.0,-999.0,4.78,-999.0,170.6 
2015-06-08,06:00:00,1015.917,27.59,-999.0,75.11,-999.0,-999.0,-999.0 
2015-06-08,06:30:00,-999.0,-999.0,-999.0,-999.0,4.12,-999.0,187.1 
2015-06-08,07:30:00,1015.578361,27.39,-999.0,75.45,4.52,-999.0,169.9 
2015-06-08,08:00:00,1015.917,27.39,-999.0,75.42,-999.0,-999.0,-999.0 
2015-06-08,08:30:00,-999.0,-999.0,-999.0,-999.0,3.13,-999.0,183.1 
2015-06-08,09:00:00,1015.917,27.43,-999.0,75.33,-999.0,-999.0,-999.0 
2015-06-08,09:30:00,-999.0,-999.0,-999.0,-999.0,2.72,-999.0,188.3 
2015-06-08,10:00:00,1015.917,25.51,-999.0,88.0,-999.0,-999.0,-999.0 
2015-06-08,10:30:00,-999.0,-999.0,-999.0,-999.0,2.05,-999.0,67.94 
2015-06-08,11:00:00,1016.255639,25.41,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-08,11:30:00,-999.0,-999.0,-999.0,89.8,3.03,-999.0,71.92 
2015-06-08,12:00:00,1016.594278,24.97,-999.0,88.9,-999.0,-999.0,-999.0 
2015-06-08,12:30:00,-999.0,-999.0,-999.0,-999.0,3.55,-999.0,94.6 
2015-06-08,13:00:00,1016.932917,26.86,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-08,13:30:00,-999.0,-999.0,-999.0,73.49,4.21,-999.0,165.6 
2015-06-08,14:00:00,1016.932917,27.66,-999.0,74.77,-999.0,-999.0,-999.0 
2015-06-08,14:30:00,-999.0,-999.0,-999.0,-999.0,4.64,-999.0,162.2 
2015-06-08,15:00:00,1016.932917,27.52,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-08,15:30:00,-999.0,-999.0,-999.0,72.64,5.29,-999.0,184.0 
2015-06-08,16:00:00,1016.932917,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-08,16:30:00,-999.0,27.86,-999.0,76.3,4.63,-999.0,199.1 
2015-06-08,17:00:00,1016.932917,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-08,17:30:00,-999.0,28.2,-999.0,70.44,4.86,-999.0,201.9 
2015-06-08,18:30:00,1016.255639,27.96,-999.0,73.72,5.72,-999.0,200.4 
2015-06-08,19:30:00,1015.578361,27.83,-999.0,76.84,6.12,-999.0,206.6 
2015-06-08,20:30:00,1014.901083,28.0,-999.0,75.48,5.03,-999.0,197.4 
2015-06-08,21:30:00,1014.562444,28.27,-999.0,70.1,5.58,-999.0,205.4 
2015-06-08,22:30:00,1014.562444,28.3,-999.0,72.13,6.27,-999.0,219.4 
2015-06-08,23:30:00,1014.223805,28.1,-999.0,70.74,5.72,-999.0,217.7 
2015-06-09,00:30:00,1014.562444,28.27,-999.0,70.37,5.45,-999.0,216.8 
2015-06-09,01:30:00,1014.901083,28.44,-999.0,72.06,5.29,-999.0,215.1 
2015-06-09,02:30:00,1014.901083,28.34,-999.0,74.57,6.64,-999.0,204.0 
2015-06-09,03:30:00,1014.901083,28.34,-999.0,72.6,6.61,-999.0,210.5 
2015-06-09,04:30:00,1014.901083,28.27,-999.0,74.37,6.17,-999.0,223.9 
2015-06-09,05:30:00,1014.562444,28.1,-999.0,71.93,6.11,-999.0,218.6 
2015-06-09,07:00:00,1014.223805,28.03,-999.0,78.09,6.83,-999.0,220.0 
2015-06-09,08:30:00,1014.223805,27.49,-999.0,79.48,6.85,-999.0,253.1 
2015-06-09,09:30:00,1014.223805,26.55,-999.0,74.31,6.37,-999.0,270.2 
2015-06-09,10:30:00,1013.885166,27.17,-999.0,73.37,6.38,-999.0,213.1 
2015-06-09,11:30:00,1014.223805,27.33,-999.0,80.1,6.04,-999.0,291.3 
2015-06-09,12:00:00,1014.223805,26.89,-999.0,82.2,3.71,-999.0,289.8 
2015-06-09,13:30:00,1014.562444,28.1,-999.0,65.02,5.97,-999.0,272.5 
2015-06-09,14:30:00,1014.901083,26.25,-999.0,66.82,3.51,-999.0,283.5 
2015-06-09,15:30:00,1015.239722,24.06,-999.0,90.1,10.64,-999.0,287.4 
2015-06-09,16:30:00,1016.255639,-39.7,-999.0,163.5,6.19,-999.0,313.0 
2015-06-09,17:00:00,1014.901083,16.27,-999.0,132.0,3.12,-999.0,299.2 
2015-06-09,18:30:00,1012.53061,19.38,-999.0,79.84,4.25,-999.0,308.9 
2015-06-09,19:30:00,1012.869249,21.28,-999.0,72.7,3.86,-999.0,292.3 
2015-06-09,20:30:00,1012.869249,21.79,-999.0,74.56,3.21,-999.0,303.1 
2015-06-09,21:30:00,1012.869249,22.0,-999.0,75.52,2.49,-999.0,265.7 
2015-06-09,22:30:00,1012.869249,22.34,-999.0,66.92,1.04,-999.0,280.3 
2015-06-09,23:00:00,1012.53061,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-09,23:30:00,-999.0,22.0,-999.0,69.86,0.71,-999.0,226.5 
2015-06-10,00:30:00,1012.53061,22.17,-999.0,70.4,1.56,-999.0,261.7 
2015-06-10,01:30:00,1012.191971,22.32,-999.0,75.83,2.1,-999.0,242.1 
2015-06-10,02:30:00,1013.207888,22.67,-999.0,72.83,1.7,-999.0,265.3 
2015-06-10,03:00:00,1013.207888,22.7,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-10,03:30:00,-999.0,-999.0,-999.0,72.12,1.78,-999.0,230.9 
2015-06-10,04:30:00,1013.885166,23.14,-999.0,75.03,2.39,-999.0,279.3 
2015-06-10,05:30:00,1012.869249,23.14,-999.0,72.9,2.8,-999.0,225.8 
2015-06-10,06:30:00,1012.53061,23.38,-999.0,66.94,3.18,-999.0,222.9 
2015-06-10,07:30:00,1011.853332,23.18,-999.0,73.61,4.19,-999.0,218.7 
2015-06-10,08:30:00,1011.853332,23.31,-999.0,73.51,3.46,-999.0,225.3 
2015-06-10,09:30:00,1012.53061,23.45,-999.0,72.29,2.52,-999.0,211.2 
2015-06-10,10:30:00,1012.869249,23.52,-999.0,74.02,1.84,-999.0,199.7 
2015-06-10,11:30:00,1013.207888,20.81,-999.0,94.9,2.8,-999.0,49.02 
2015-06-10,12:30:00,1013.546527,21.69,-999.0,91.3,3.41,-999.0,51.6 
2015-06-10,13:30:00,1013.885166,22.26,-999.0,87.9,2.45,-999.0,78.1 
2015-06-10,14:30:00,1013.885166,23.0,-999.0,82.2,2.45,-999.0,116.0 
2015-06-10,15:30:00,1014.223805,22.99,-999.0,81.1,2.4,-999.0,131.7 
2015-06-10,16:30:00,1014.223805,22.68,-999.0,85.0,3.37,-999.0,186.1 
2015-06-10,17:30:00,1013.885166,22.95,-999.0,80.4,3.61,-999.0,183.1 
2015-06-10,18:30:00,1013.207888,23.12,-999.0,79.28,4.27,-999.0,198.1 
2015-06-10,19:30:00,1012.53061,22.95,-999.0,82.7,4.11,-999.0,179.7 
2015-06-10,20:30:00,1011.853332,22.55,-999.0,87.7,3.74,-999.0,200.3 
2015-06-10,21:30:00,1010.837415,22.99,-999.0,82.4,2.26,-999.0,234.0 
2015-06-10,22:30:00,1010.837415,22.92,-999.0,81.0,1.84,-999.0,182.2 
2015-06-10,23:30:00,1011.853332,22.89,-999.0,83.8,4.03,-999.0,170.7 
2015-06-11,00:00:00,1012.191971,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-11,00:30:00,-999.0,22.92,-999.0,78.74,4.77,-999.0,166.1 
2015-06-11,01:30:00,1012.191971,23.14,-999.0,82.5,4.36,-999.0,186.3 
2015-06-11,02:00:00,1012.869249,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0 
2015-06-11,02:30:00,-999.0,23.21,-999.0,85.1,4.8,-999.0,189.5 
2015-06-11,03:30:00,1013.207888,23.38,-999.0,86.9,5.71,-999.0,185.8 
